id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
17937829,"Cozy Alley Cottage, Concordia/Alberta Arts, NE PDX",9180789,Helen And Ethan,,Concordia,45.5681,-122.64188,Entire home/apt,80,2,168,2019-12-29,5.05,1,82
17965070,2 bed work-friendly Kenton home with fresh updates,10998289,Denis,,Kenton,45.58469,-122.70563,Entire home/apt,125,90,109,2019-11-02,3.41,1,233
17966883,Concordia Fir Cabin,92867046,Patrick,,Concordia,45.57003,-122.63139,Entire home/apt,65,2,258,2019-12-25,7.97,1,108
17978703,Redwood House PDX,12223228,Aysu,,Richmond,45.50416,-122.6321,Entire home/apt,181,1,99,2019-12-26,3.10,1,358
17993115,Beautiful NE Portland Urban Farm Sanctuary w/ AC,123632793,Scott,,Grant Park,45.5404,-122.6328,Private room,50,2,87,2019-09-22,2.64,3,90
17993146,Close-In Comfort in SE Portland,123635463,Karen And Michael,,Buckman,45.51465,-122.65189,Entire home/apt,80,2,217,2019-12-28,6.90,1,38
18003428,Sweet Retreat near the Heart of Division!,18737132,Nicole,,Richmond,45.50079,-122.63422,Entire home/apt,85,30,210,2019-10-13,6.86,1,0
18005169,The Nehalem House w/hi-spd fiber-optic wifi+Roku!,123760860,Tim And Karen,,Woodstock,45.46646,-122.61603,Entire home/apt,219,30,0,,,1,179
18009756,Hawthorne Gem w/ Jetted Soaking Tub & Easy Parking,28583708,Patty,,Richmond,45.51029,-122.63517,Entire home/apt,125,2,78,2019-11-16,3.29,2,90
18023616,*2 Master Suites*Dine & Shop Hawthorne/Division,1096266,TaMAra,,Richmond,45.50741,-122.61709,Entire home/apt,210,3,50,2019-12-29,1.51,3,220
18034741,"Bright, modern suite, close-in NE",2021272,Erik,,Humboldt,45.5597,-122.66726,Entire home/apt,75,2,234,2019-12-15,7.37,1,179
18050239,The Yellow House!  Close-in Lair Hill,17866585,Valentina And Will,,South Portland,45.50063,-122.67817,Private room,75,1,199,2019-12-15,6.38,1,70
18074788,A tree house on a quiet street,17527121,Jesse,,Southwest Hills,45.50168,-122.69636,Entire home/apt,125,1,93,2019-11-03,3.17,1,136
18076391,Cozy Quarters in East Portland,20045413,Cheryl,,Mill Park,45.51645,-122.53515,Private room,34,1,49,2019-12-08,2.48,2,120
18076979,Spacious Mid-Century Home in Close In Location,5154051,Anna,,North Tabor,45.52071,-122.61484,Entire home/apt,325,5,36,2019-12-28,1.17,1,3
18078256,Cherry Blossom House 35th and Belmont,1332118,Meghan,,Sunnyside,45.51824,-122.62718,Entire home/apt,190,30,9,2019-07-04,0.29,1,10
18093210,Sellwood Garden Studio with Private Patio,32635358,Ellen & Mark,,Sellwood-Moreland Improvement League,45.46154,-122.65495,Entire home/apt,80,2,150,2019-12-21,4.81,1,168
18094561,PRIVATE NEW APARTMENT IN THE HEART OF ALBERTA ARTS,491984,Amy,,Concordia,45.55704,-122.63362,Entire home/apt,100,1,130,2019-11-27,4.20,1,249
18110564,Spacious Home in Division-Clinton,4560014,Alicia,,Hosford-Abernethy,45.50685,-122.64002,Entire home/apt,250,3,13,2019-10-31,0.43,1,92
18122802,Artsy Alberta Flat,25370354,Matt,,Vernon,45.56093,-122.64689,Entire home/apt,110,2,82,2019-10-30,2.48,1,89
18142842,Private Entrance Guest Suite in NE PDX,44394600,James,,Woodlawn,45.57504,-122.64704,Entire home/apt,53,1,218,2019-12-08,6.68,1,42
18155546,"Storybook Victorian, UNBEATABLE LOCATION!!!",125188812,Dj And Trudy,,Northwest District,45.52939,-122.69833,Entire home/apt,700,2,66,2019-11-25,2.01,1,40
18169540,Private guest suite in Overlook,23695647,Michelle,,Overlook,45.55208,-122.68251,Private room,50,1,159,2019-12-07,5.05,1,60
18179533,"Modern, Spacious, and Bright Apt in Walkable NOPO",1298674,Ian,,Piedmont,45.56824,-122.677,Entire home/apt,80,2,133,2019-12-30,4.06,1,243
18191700,ON Alberta Street: Private Loft w/ Rooftop!,109509841,Jo,,King,45.55857,-122.6521,Entire home/apt,239,30,148,2019-12-20,4.70,1,54
18196585,Apt in the Woods next to OHSU,12059754,Jane,,Homestead,45.49278,-122.68464,Entire home/apt,85,2,75,2019-12-15,2.28,1,88
18211010,Sunlit Sanctuary in Historic Kenton,563061,Jason And Krista,,Kenton,45.57876,-122.69222,Entire home/apt,75,1,237,2019-12-14,7.51,1,230
18230566,Casa Paloma: A Modern Alberta Arts Guest House,335511,Tanya,,Concordia,45.56354,-122.6415,Entire home/apt,149,2,144,2019-12-21,4.38,1,59
18238378,"Spacious, northeast suite near pubs, grub & duds",1176871,Linda,,Grant Park,45.54046,-122.62941,Entire home/apt,79,2,114,2019-12-07,3.61,1,113
18240679,Light & Airy Garden Casita in N. Tabor,3861076,Elissa,,Mt. Tabor,45.52165,-122.60824,Entire home/apt,120,4,35,2019-12-02,1.24,1,245
18256025,"Cozy, Convenient Sellwood Retreat",20395786,Julia,,Sellwood-Moreland Improvement League,45.46875,-122.65625,Entire home/apt,99,2,143,2019-12-15,4.83,1,338
18294608,"Spa Sanctuary w/ Soaking Tub, Heated Floors",126524556,Mike And Eva,,Richmond,45.50529,-122.62953,Entire home/apt,169,2,150,2019-12-16,4.70,1,81
18308578,Urban Oasis in Irvington/Walk to Convention Center,63559052,Dylan,,Eliot,45.54007,-122.65962,Private room,105,30,123,2019-11-25,3.76,1,0
18309571,The Nest/Portland.Peaceful.Fun,121923954,Steve,,Sunnyside,45.5167,-122.63305,Entire home/apt,99,1,148,2019-12-29,6.34,2,353
18333679,Winter Getaway at Best Location in Southeast PDX,9931242,Mindy,,Mt. Tabor,45.50925,-122.60663,Entire home/apt,85,1,182,2020-01-01,6.52,1,137
18357744,NEW! Modern 3 bed designer Nest Historic Central,103138695,Heather,,Buckman,45.52113,-122.65244,Entire home/apt,133,2,27,2019-12-14,1.61,2,54
18359144,Patton Park North: Sunny close-in apartment living,127087714,Mardeisy,,Overlook,45.56036,-122.67979,Entire home/apt,100,1,146,2019-08-12,4.47,1,87
18359810,Pearl District Waterfront Condo w/parking,24557207,Wes,,Old Town/Chinatown,45.52951,-122.67384,Entire home/apt,105,30,2,2018-03-31,0.09,1,362
18359902,"Lovely Basement digs, SW Portland's Hillsdale area",3814076,Deborah,,Hillsdale,45.47915,-122.70242,Entire home/apt,71,1,131,2019-12-26,4.17,1,72
18360451,Light and Funky in SE Portland,93764807,Ross,,Brentwood-Darlington,45.46733,-122.60246,Entire home/apt,75,1,130,2019-12-24,4.04,1,354
18375485,Valentina's Little Sister,127253367,Scott,,Hillside,45.5264,-122.70827,Entire home/apt,165,3,111,2019-12-12,3.47,2,59
18376286,Hygge Hideaway -  in the Hip Heart of SE PDX,17619408,Sara,,Mt. Tabor,45.5075,-122.61051,Entire home/apt,60,2,57,2019-12-22,5.96,2,42
18379258,Historic Jacobberger House  Downtown Portland,12846561,Kerri,,Southwest Hills,45.50815,-122.68617,Entire home/apt,575,3,6,2018-10-12,0.21,3,248
18395206,Luscious Eastmoreland Guesthouse near Reed College,17292270,J'Aime,,Eastmoreland,45.47071,-122.62607,Entire home/apt,90,3,93,2019-12-28,2.88,1,335
18410518,Victorian Parlor Room. Permit# (Phone number hidden by Airbnb) HO,56983408,Melanie,,Buckman,45.5226,-122.65359,Private room,50,2,144,2019-12-30,4.42,2,95
18412868,"Tiny, Serene Art Filled Treehouse",127584615,Carole,,South Tabor,45.49916,-122.58774,Private room,26,1,234,2019-11-10,7.17,2,169
18431509,Fabulous Guest Suite in  Historic Sellwood Home,53104900,John,,Sellwood-Moreland Improvement League,45.46927,-122.65789,Entire home/apt,88,2,77,2019-09-28,2.61,1,80
18432513,Modern Style! /Walk Score 95!/Walk to Restaurants!,27974994,Mel,,King,45.5511,-122.66374,Entire home/apt,199,2,125,2019-12-08,3.87,4,82
18433339,"Bright, Spacious Inner Southeast Basement Studio",53953234,Ryan,,Richmond,45.50653,-122.62158,Entire home/apt,89,2,134,2019-11-30,4.20,1,180
18434478,"Charming FoPo Retreat, Self Check-in!",127777784,Samantha,,Foster-Powell,45.49407,-122.59511,Private room,65,2,82,2019-12-10,3.21,1,266
18449084,Best Location in Portland! THE View,57187286,Taariq,,South Portland,45.50532,-122.67784,Private room,160,30,0,,,1,83
18449119,Spacious Mid Century Large house Airy and Spacious,971012,CoCo,,Hillsdale,45.46872,-122.69491,Entire home/apt,400,30,7,2018-08-21,0.23,2,365
18462086,Urban Cabin in the Mississippi District,2676892,David,,Boise,45.55014,-122.67581,Entire home/apt,125,1,177,2019-12-17,5.99,1,326
18464402,"St. Johns neighborhood, privacy and comfort",48023979,John And Mary Ann,,St. Johns,45.59403,-122.75634,Private room,85,1,55,2019-10-20,1.78,1,179
18478450,Alberta Arts Pied a Terre,13079204,Evan,,King,45.56194,-122.65536,Entire home/apt,73,1,177,2019-12-26,5.46,1,363
18489298,Sun-filled home in NE Portland / North Tabor!,1032514,Emily,,North Tabor,45.52342,-122.60815,Entire home/apt,125,30,4,2017-06-26,0.12,1,0
18493925,Spacious Close-in Mt Tabor-Hawthorne district,1332371,James,,Mt. Tabor,45.5062,-122.60253,Entire home/apt,84,30,10,2019-03-31,0.32,1,174
18502484,Super Close-In SE Hawthorne Duplex,2322279,Andy,,Buckman,45.51503,-122.64726,Entire home/apt,110,1,146,2019-12-16,4.65,1,160
18507317,/// Brand new studio / on MAX line to airport,14513978,Erica,,Rose City Park,45.53449,-122.59974,Entire home/apt,95,30,162,2020-01-01,5.04,1,68
18550118,Amazing North Portland Townhouse!,64846618,Ryan,,Arbor Lodge,45.56823,-122.68359,Entire home/apt,85,2,16,2019-10-06,0.50,1,0
18565183,"Bright, comfortable, artistic N. Portland home.",128887124,Kate,,University Park,45.57792,-122.71604,Private room,55,2,64,2019-10-04,1.98,1,358
18565742,Glamorous Suite w/Round Bed in SE,10385699,Katrina,,Hosford-Abernethy,45.50458,-122.65445,Entire home/apt,98,2,119,2019-11-11,3.87,1,364
18576618,ZEN HAUS. An inner SE Hawthorne/Division Studio.,30883612,Mary,,Richmond,45.50942,-122.62766,Entire home/apt,90,1,237,2019-12-29,10.61,1,219
18593900,"Beautiful, Contemporary Farmhouse",24270346,Tim,,Beaumont-Wilshire,45.55599,-122.62244,Entire home/apt,86,2,181,2019-12-29,6.65,1,132
18595135,Spacious 2Bdr in the Pearl District!,128135713,Simon,,Pearl,45.52936,-122.68395,Entire home/apt,260,1,207,2019-12-17,6.49,1,264
18599804,Beautifully updated 3 BR Craftsman house in hip SE,3097100,Devin & Michelle,,Buckman,45.5167,-122.6514,Entire home/apt,250,30,33,2019-12-29,1.08,2,0
18603330,Mid-Mod Prescott Pad,17022261,Bryn,,Roseway,45.55416,-122.59016,Entire home/apt,135,2,57,2019-11-30,2.13,1,358
18615313,Cool Green-built Modern Guest House near Alberta,2783158,Summer,,Sabin,45.55139,-122.65449,Entire home/apt,98,4,108,2019-11-30,3.60,1,25
18618551,Relaxing retreat in sweet bungalow,2576419,Maura,,Roseway,45.55192,-122.58684,Entire home/apt,150,2,18,2019-07-18,0.62,2,16
18618775,Cozy in Winter-Private Garden Suite in Fab 'Hood!,129344634,Jody,,Concordia,45.56621,-122.62962,Private room,55,1,158,2019-12-01,5.06,1,168
18628799,Beautiful Arbor Lodge,36909902,Jennifer,,Arbor Lodge,45.57388,-122.68777,Entire home/apt,100,30,2,2019-11-24,0.08,4,245
18630078,★ Walk to Belmont - 2-bed/1-bath - Walk Score: 95!,129428891,Mel,,Buckman,45.51653,-122.64179,Entire home/apt,249,30,145,2019-12-17,4.57,1,88
18630797,★ Walk to Belmont - 3-bed/1-bath - Walk Score: 95!,129435693,Mel,,Buckman,45.51686,-122.64344,Entire home/apt,299,30,149,2019-12-26,4.69,1,87
18635638,Rose Garden Guest Suite w/ Private Entrance,129473003,Cory,,Hazelwood,45.533,-122.52731,Entire home/apt,50,2,149,2019-12-14,5.57,1,156
18636900,✩ Modern Luxury Apartment - Prize City Location ✩,17733541,Tony,,Sabin,45.55029,-122.65437,Entire home/apt,68,1,196,2020-01-01,6.19,2,88
18650513,Clinton/Division bright & airy room,2405115,Kal,,Hosford-Abernethy,45.5018,-122.63667,Private room,49,30,107,2019-11-11,3.35,4,0
18653995,Lille Hus: Sweet backyard house in great location,1627089,Alejandra,,Hosford-Abernethy,45.50391,-122.64941,Entire home/apt,95,2,34,2019-08-20,1.07,1,90
18655456,"Sunny home, Inner SE/Mt. Tabor. Private & Spacious",8542128,Libby,,South Tabor,45.50498,-122.60709,Entire home/apt,125,1,132,2019-12-26,4.19,1,61
18671748,"Refinished, Family-Friendly Studio Garage",14457483,Trystan And Biff,,Montavilla,45.53137,-122.58934,Private room,49,1,103,2019-10-14,3.24,1,0
18681363,Cozy Bungalow! NO CLEANING FEE!,129854464,Nicholas,,King,45.55112,-122.65651,Entire home/apt,114,2,205,2019-12-29,6.43,1,41
18720958,"Modern Studio Apt in Laurelhurst, Near Downtown",4880727,Marnie & Kim,,Laurelhurst,45.53045,-122.6291,Entire home/apt,76,2,139,2019-11-24,4.34,1,26
18769484,Cozy Basement Apartment in Piedmont w/ Hardpoints,13779845,Aurora,,Piedmont,45.56959,-122.66383,Entire home/apt,175,2,55,2019-12-08,1.91,1,57
18770616,Alberta Nest: Home Base for Adventure in the City,21270012,Lorell,,Vernon,45.561,-122.64563,Entire home/apt,125,2,202,2019-12-30,6.50,1,190
18772439,Clinton/Division Bunk Room,2405115,Kal,,Hosford-Abernethy,45.50053,-122.63609,Private room,49,30,97,2019-09-30,3.07,4,0
18775936,Overlook with A View,119120632,Casey,,Arbor Lodge,45.5677,-122.69827,Entire home/apt,169,2,63,2019-12-29,2.06,1,364
18788423,2 Private BR | 1.5 Private Bath | Central Heating,15874376,Matt,,Piedmont,45.57443,-122.67472,Private room,114,2,42,2019-09-29,1.33,1,0
18790208,Charming Home in Inner Southeast Portland,2399422,Jane,,Sunnyside,45.51514,-122.61826,Entire home/apt,135,1,167,2019-12-10,5.35,1,244
18792838,Dekum Manor,13924290,Dan,,Concordia,45.57112,-122.64179,Entire home/apt,160,3,31,2019-09-02,0.99,1,0
18803962,Modern Guest House in Heart of Historic Kenton,31862405,Emily,,Kenton,45.58498,-122.69263,Entire home/apt,92,2,14,2018-11-12,0.73,1,284
18810464,Washington Park Suite - Near Rose Gardens,15422453,Kathleen,,Arlington Heights,45.52146,-122.70427,Entire home/apt,130,1,65,2019-12-27,3.96,1,145
18813251,Blissfully Quiet River Views-Close To Everything.,127556439,Brian,,South Portland,45.47032,-122.67101,Entire home/apt,87,2,113,2019-11-18,3.58,1,96
18821983,Elegant Minimalism,129331255,Jyl,,Humboldt,45.56054,-122.67445,Entire home/apt,85,3,16,2019-06-23,0.51,1,0
18823876,Overlook Bungalow,1297691,Anne,,Overlook,45.56341,-122.68173,Entire home/apt,150,3,51,2019-12-30,1.60,2,88
18825550,Serene room in lovely home w view of trees,55751533,Lila,,Hillsdale,45.48127,-122.6873,Private room,49,2,229,2019-12-31,7.18,2,177
18841205,"Resplendent, private bed and bath in Madison South",45606621,Colin,,Madison South,45.532,-122.5712,Private room,45,2,91,2019-12-22,3.01,1,135
18841928,Relax in style in close-in Overlook neighborhood,131228804,Scott,,Overlook,45.55297,-122.6829,Private room,75,2,33,2019-12-02,1.04,1,26
18848681,Intersection of Everything You Have Ever Loved.,62938020,Michael And Sasha,,Powellhurst-Gilbert,45.50182,-122.54353,Private room,95,2,151,2019-12-30,4.84,1,339
18856160,New Modern Private Apartment Close to NW 23rd St,111473565,Gail,,Hillside,45.52798,-122.70695,Entire home/apt,130,2,105,2019-11-11,3.37,1,361
18877758,Sweet room in lovely craftsman home in SE Portland,55019508,Kathy,,Richmond,45.50486,-122.63075,Private room,50,2,147,2019-12-03,4.68,1,340
18887342,Casa de Campo in the Heart of Belmont-Hawthorne,131613511,Amy And Wes,,Sunnyside,45.51549,-122.63097,Entire home/apt,150,1,130,2019-12-27,4.27,1,162
18911000,The Green House,28163673,Gail & Wyatt,,Sullivan's Gulch,45.53187,-122.64028,Entire home/apt,99,2,100,2019-12-08,3.40,1,177
18911966,Light filled room in North Portland Craftsman,4125473,Sara,,Piedmont,45.57474,-122.67513,Private room,30,75,0,,,1,150
18913818,Blocks off Alberta,42524417,Ariel,,King,45.55597,-122.65241,Private room,50,30,144,2019-10-25,4.59,2,306
18932346,NW Portland One Bedroom Retreat,14540855,Jordana,,Northwest District,45.53637,-122.6995,Entire home/apt,135,30,112,2019-09-24,3.62,4,306
18945723,Airy Buckman Courtyard Guesthouse,442446,Owen,,Buckman,45.51955,-122.63805,Entire home/apt,200,2,59,2019-12-28,2.20,1,67
18948401,The Vic Room 2A,98202133,Toney,,Northwest District,45.53839,-122.6965,Private room,83,1,288,2019-11-30,9.09,3,1
18959744,Mt Tabor 1 Bedroom,99130184,Ellie,,Mt. Tabor,45.50774,-122.60251,Entire home/apt,59,30,7,2019-08-24,0.76,1,336
18962310,Portland Sanctuary,9078003,Veronika,,King,45.56544,-122.66244,Entire home/apt,108,1,85,2019-12-26,2.72,3,175
18976343,Industrial vibe studio in perfect location,7872197,Chad,,Overlook,45.55387,-122.68467,Entire home/apt,120,30,157,2019-12-19,5.15,1,146
18976351,Sellwood Cottage,6229011,Shannon,,Sellwood-Moreland Improvement League,45.46959,-122.6514,Entire home/apt,119,1,114,2019-12-16,3.65,2,174
18978471,Cozy basement apt. in Alberta Arts,19190587,Kim,,Concordia,45.56184,-122.63273,Entire home/apt,94,2,117,2019-09-29,3.75,1,98
18996706,Portland Experience Awaits You!,132519510,Pamela,,Multnomah,45.4547,-122.71899,Private room,31,31,5,2019-08-17,0.23,1,342
18996997,"Bright, New Apartment in Hip & Accessible Kenton",11311261,Robert & Lauren,,Kenton,45.5833,-122.70339,Entire home/apt,65,1,246,2019-12-07,7.82,1,168
18999545,"Brand New, Modern Apartment in Trendy NE PDX",12222973,Lindsay,,King,45.5514,-122.65892,Entire home/apt,120,1,119,2019-11-04,4.00,1,221
19000653,"Private one bedroom, one bath basement suite.",132565666,Mike,,Woodlawn,45.56857,-122.64661,Private room,80,1,16,2018-11-04,0.55,1,90
19001094,"Luxury Private Room In Modern Home, Best Location",17733541,Tony,,Sabin,45.55147,-122.65414,Private room,45,1,58,2019-11-16,2.00,2,67
19014354,SE Portland Studio w/ Bonus Sleeping Loft!,23469993,Kim,,Reed,45.48764,-122.62545,Entire home/apt,95,2,105,2019-12-15,3.68,1,137
19016837,Nature Lovers Paradise in Portland Heights,43126742,Ken & Erica,,Southwest Hills,45.50644,-122.70071,Entire home/apt,159,2,35,2019-11-10,1.26,1,7
19018904,Sunshine House in the Heart of Alberta Arts,67839082,Desiree,,Sabin,45.55643,-122.64875,Entire home/apt,250,30,10,2019-07-19,0.35,1,0
19019667,Alberta Arts Room Overlooking Neighborhood,2236909,Shane,,King,45.56147,-122.65706,Private room,41,30,18,2019-10-04,0.88,5,245
19047314,"New 2 Bedroom Apartment, Close-in North Portland",132944379,Patrick,,Arbor Lodge,45.5678,-122.68304,Entire home/apt,149,2,89,2019-10-22,2.98,1,88
19049489,The Crow;s Nest @ The Gilman,74852933,Kyr,,Kerns,45.52496,-122.64205,Private room,175,31,1,2017-07-24,0.03,1,364
19051513,"Urban Retreat - Spacious Bedroom, Living & Bath!",132980319,Sara,,Roseway,45.55261,-122.59647,Entire home/apt,70,2,51,2019-12-27,1.69,1,269
19088964,Clinton/Division spacious room,2405115,Kal,,Hosford-Abernethy,45.50202,-122.63786,Private room,69,30,71,2019-11-16,2.29,4,0
19097543,White Canopy Bed at Gorgeous Historic Mansion!,133105495,Lindsay,,Goose Hollow,45.52091,-122.69899,Private room,150,2,36,2019-10-20,1.17,2,108
19102236,Garden Loft Apartment,41333497,Katya,,Piedmont,45.57199,-122.66327,Entire home/apt,50,1,238,2019-12-29,7.66,2,302
19120860,Hollywood Haven,40607528,Suzanne,,Rose City Park,45.5378,-122.61235,Entire home/apt,69,1,91,2019-12-26,3.01,1,353
19120936,2 Bedroom Apt Centrally Located,2820851,Northwest Portland,,Northwest District,45.52679,-122.68927,Entire home/apt,206,5,14,2019-12-29,0.46,6,333
19121111,Gypsy Caravan at the Garden Oasis,2948538,Colin And Medina,,Sabin,45.55003,-122.6537,Entire home/apt,65,3,61,2019-11-10,2.01,3,0
19138065,Private Backyard Guest Studio w/ Fireplace & Patio,133774958,Tessa,,Madison South,45.5456,-122.57214,Entire home/apt,99,1,353,2019-12-18,11.29,2,159
19139827,The Flying Whale-MountTabor.,133785686,Katherine,,Mt. Tabor,45.51928,-122.58963,Entire home/apt,160,2,145,2019-12-14,5.03,2,147
19144822,2 Bedroom Bohemian Bungalow in North Portland,36105817,Annie & Rob,,Overlook,45.55922,-122.67956,Entire home/apt,155,2,8,2019-09-01,0.28,1,14
19145403,"Garden Sanctuary, Private Guest house",2038566,Jooyoung,,Concordia,45.57015,-122.62919,Entire home/apt,65,2,135,2019-12-27,4.46,2,51
19159861,Private Studio in the heart of SE Portland,133971583,John,,Buckman,45.51447,-122.65444,Entire home/apt,115,1,153,2019-11-30,5.06,2,147
19175797,littlebluepdx,1792734,Libby,,Concordia,45.5637,-122.63622,Entire home/apt,90,2,185,2019-12-15,6.52,1,170
19195669,•1898UrbanVictorian Loft view near Convention Ctr.,134280900,Paulla,,Kerns,45.52477,-122.65899,Entire home/apt,125,2,60,2019-11-14,1.96,2,174
19197609,The artFlat. Portland. Peaceful. Fun.,134299336,Holly & Sky,,Richmond,45.51059,-122.62964,Entire home/apt,79,1,177,2019-12-28,5.82,1,365
19208182,Rad Daylight Basement in 1959 Split Level Ranch,22809489,Matthew,,Creston-Kenilworth,45.49166,-122.62775,Private room,100,1,155,2020-01-01,5.09,1,272
19225029,Great Place to Land in Portland (Pet Friendly),134574350,Mark & Sarah,,King,45.5513,-122.65646,Entire home/apt,124,2,89,2019-11-27,2.93,1,90
19227820,Home at the Burrow,38367909,Kate,,Kenton,45.58114,-122.68483,Entire home/apt,78,1,112,2019-12-01,3.74,2,89
19228677,Sunny Little House in St. John's-Business Ready,45297098,Greg And Brenna,,St. Johns,45.59483,-122.73454,Entire home/apt,75,1,177,2019-12-26,5.81,1,167
19246074,Full Apartment in FoPo Triangle,29172616,Chris,,Foster-Powell,45.49002,-122.59424,Entire home/apt,48,30,70,2019-11-24,2.27,2,86
19247651,Multnomah Village Guest House,25278503,Lauren,,Multnomah,45.46481,-122.71442,Entire home/apt,95,1,112,2019-12-24,3.88,1,319
19263582,Spacious Apartment in Trendy NW Portland,70491417,Jenny,,Northwest District,45.5351,-122.70294,Entire home/apt,115,2,166,2019-12-29,5.40,2,76
19265605,Heart OF IT ALL! Blocks to Hawthorne/Belmont,134723246,Samuel,,Sunnyside,45.51575,-122.62793,Entire home/apt,100,1,143,2019-12-18,5.21,1,0
19271069,Hip and modern 1 Bedroom with outdoor space,106032367,Mark,,Montavilla,45.50604,-122.57045,Entire home/apt,85,3,13,2019-09-22,0.43,1,263
19272503,"Little Darling,  Bungalow - French Room",324438,Stephanie,,Brentwood-Darlington,45.47175,-122.58706,Private room,55,2,6,2019-11-07,1.06,3,150
19273583,"Sweet Hideaway in the trees, Mount Tabor",133785686,Katherine,,Mt. Tabor,45.5205,-122.59033,Entire home/apt,74,1,292,2019-12-28,9.73,2,131
19290369,Quaint Basement Studio w/ Hot Tub and Private Deck,16918919,Jason,,Hayhurst,45.48267,-122.72755,Entire home/apt,100,1,188,2019-12-18,6.32,1,250
19308293,Two Stories Guest Cottage (Brand New),16176539,Jay,,Richmond,45.49826,-122.63333,Entire home/apt,95,2,15,2019-12-14,0.65,1,162
19313798,New Modern - Industrial Apartment,31378984,Fernando,,Concordia,45.5595,-122.62509,Entire home/apt,119,2,73,2019-12-03,2.86,1,0
19334099,Portland Vacation Oasis-Rose Rm.,100438430,Lisa,,North Tabor,45.52721,-122.6073,Private room,38,2,10,2019-10-03,0.53,2,270
19348932,"Modern, Light-filled Laurelhurst Guest House",1307995,Autumn,,Laurelhurst,45.51974,-122.61844,Entire home/apt,130,1,281,2020-01-01,9.28,1,163
19359993,Cute Bungalow in Walkable SE Portland,9316427,Wendy,,Richmond,45.5056,-122.61331,Entire home/apt,120,4,20,2019-08-17,0.67,1,0
19361182,Adorable and Central Private Room.,1911650,Jon,,Irvington,45.53682,-122.6574,Private room,40,30,5,2019-04-03,0.18,2,57
19366649,Convention Center/ Moda/ Eliot/ West Irvington,135429095,Rebecca,,Eliot,45.53959,-122.66096,Entire home/apt,141,2,123,2019-12-29,4.06,1,221
19382700,"Buckman Below, a charming basement guest suite",3544106,Ben,,Buckman,45.515,-122.64701,Entire home/apt,100,2,142,2019-12-26,4.70,1,83
19384339,Cozy Private 800 sq. ft. Downstairs in St. John's!,135879197,Angie,,St. Johns,45.59237,-122.73672,Entire home/apt,79,2,86,2019-11-10,2.83,1,67
19390482,The Rosebud - Quaint South Mt. Tabor Getaway,15779600,Sam,,South Tabor,45.50343,-122.60323,Entire home/apt,80,3,58,2019-11-04,2.43,1,172
19403380,Inviting Oasis By Division Street's Restaurant Row,136020511,Elisabeth,,Hosford-Abernethy,45.50486,-122.63725,Entire home/apt,99,2,65,2019-11-10,2.13,1,33
19412032,Bright Portland Craftsman,136064863,Taryn Shay,,Woodlawn,45.57617,-122.65251,Entire home/apt,100,2,25,2019-12-25,0.87,1,1
19412189,Modern 1br Apartment in Happening SE,18003208,Zina,,Sunnyside,45.51269,-122.6263,Entire home/apt,85,1,115,2019-12-17,4.15,1,165
19454328,Perfect Spot for Exploring Portland,1911650,Jon,,Irvington,45.53681,-122.6578,Private room,40,30,2,2017-09-25,0.07,2,118
19460421,"The LaunchPad: modern, neat, close-in guest house",3119225,Grace & Michael,,Overlook,45.56299,-122.694,Entire home/apt,85,2,83,2019-11-17,2.81,1,265
19460981,NW Portland Home - Sleeps 6+,136512219,Anna,,Hillside,45.52737,-122.70657,Entire home/apt,250,30,13,2017-09-04,0.43,1,362
19475518,Modern Chic Studio in Vintage FoPo Building,29172616,Chris,,Foster-Powell,45.49079,-122.59618,Entire home/apt,47,30,66,2019-12-23,2.21,2,61
19489915,Gateway to Alberta Arts!,136810417,Tobin,,King,45.56079,-122.66142,Entire home/apt,70,30,48,2019-11-17,1.58,1,318
19490371,Little Midcentury Portland Dream,136816320,Jason + Claire,,Woodstock,45.48201,-122.60509,Private room,15,2,32,2019-08-05,1.13,1,28
19494240,Bright New Two Bedroom in Arbor Lodge,136858425,Kim & Alex,,Arbor Lodge,45.5729,-122.68074,Entire home/apt,110,1,203,2019-12-26,6.68,1,161
19519294,Cozy Modern Apartment on Alberta St,7580556,Alexander And Katie,,Overlook,45.55805,-122.67997,Entire home/apt,87,2,150,2019-12-16,6.45,1,156
19531938,Laurelhurst Historic Dougan Suites,5726659,Bridget,,Laurelhurst,45.5252,-122.6234,Private room,138,1,67,2019-10-20,3.52,1,82
19545779,Alberta Loft,11076206,David,,Cully,45.55779,-122.61713,Entire home/apt,200,2,96,2019-12-01,3.33,1,146
19547625,The Tiny Big Guest House,415258,Emily And David,,Creston-Kenilworth,45.49605,-122.63681,Entire home/apt,100,1,167,2019-12-31,5.77,1,326
19550068,English Cottage on Mt. Tabor,4105484,- We Are Mary & George,,Mt. Tabor,45.51166,-122.60263,Private room,55,2,86,2019-11-03,2.86,1,244
19564868,"Peaceful, Modern Private Suite! Close to Reed!",760052,Callie,,Reed,45.48882,-122.63863,Entire home/apt,99,2,102,2019-11-10,3.37,1,88
19570342,Comfy Condo Downtown Portland 97201 Extended Stay,21288777,Sharon,,Portland Downtown,45.51524,-122.68692,Entire home/apt,72,31,6,2019-05-04,0.22,1,88
